ticker,market_cap,name,is_ge_5trn
005930,429765713137200,삼성전자,True
000660,221312718960000,SK하이닉스,True
373220,79677000000000,LG에너지솔루션,True
207940,73593916000000,삼성바이오로직스,True
012450,49861808767000,한화에어로스페이스,True
005935,48305700108800,삼성전자우,True
005380,45149087403000,현대차,True
105560,44859943312800,KB금융,True
329180,44741650464000,HD현대중공업,True
000270,41741662620000,기아,True
034020,40099127739600,두산에너빌리티,True
068270,39190374433800,셀트리온,True
035420,36625090973000,NAVER,True
042660,33919962715800,한화오션,True
055550,32770908045000,신한지주,True
032830,31720000000000,삼성생명,True
028260,31003721625600,삼성물산,True
009540,29335456582000,HD한국조선해양,True
012330,29282634986000,현대모비스,True
035720,26483275460100,카카오,True
196170,25983974448000,알테오젠,True
015760,24844009779900,한국전력,True
086790,24799450731900,하나금융지주,True
011200,24344688030000,HMM,True
402340,23101871549400,SK스퀘어,True
138040,23005849649400,메리츠금융지주,True
005490,22984958368000,POSCO홀딩스,True
064350,22756168090500,현대로템,True
000810,21717265160000,삼성화재,True
051910,20260002441000,LG화학,True
267260,20186395600000,HD현대일렉트릭,True
316140,19121731150750,우리금융지주,True
010140,18964000000000,삼성중공업,True
096770,18004121922000,SK이노베이션,True
010130,17880782789000,고려아연,True
034730,16131851417500,SK,True
033780,16039012105800,KT&G,True
006400,15963993493000,삼성SDI,True
024110,15860800534410,기업은행,True
259960,15308011998000,크래프톤,True
086280,14062500000000,현대글로비스,True
009150,13482212128000,삼성전기,True
298040,12989095364000,효성중공업,True
006800,12946182461600,미래에셋증권,True
030200,12878308103500,KT,True
018260,12519728040000,삼성에스디에스,True
066570,12346788134600,LG전자,True
003550,12218415520500,LG,True
352820,12141586275500,하이브,True
017670,11770494904400,SK텔레콤,True
323410,11757814272050,카카오뱅크,True
267250,11738372431000,HD현대,True
003230,11668640235000,삼양식품,True
003670,11527430112000,포스코퓨처엠,True
247540,11325395635200,에코프로비엠,True
079550,10934000000000,LIG넥스원,True
000150,10641349740000,두산,True
005830,10301400000000,DB손해보험,True
272210,10126079250400,한화시스템,True
443060,9750353175000,HD현대마린솔루션,True
000100,9556228221500,유한양행,True
047810,9435590357600,한국항공우주,True
010120,9255000000000,LS ELECTRIC,True
003490,8800473797900,대한항공,True
047050,8620216612000,포스코인터내셔널,True
326030,8575300875000,SK바이오팜,True
278470,8515474012500,에이피알,True
071050,8370043998400,한국금융지주,True
042700,8320755060000,한미반도체,True
010620,7864609138100,HD현대미포,True
180640,7423965424800,한진칼,True
005940,7394145656750,NH투자증권,True
377300,7172408266200,카카오페이,True
021240,7162149646800,코웨이,True
090430,6995733976400,아모레퍼시픽,True
064400,6907968092400,LG씨엔에스,True
087010,6872718250000,펩트론,True
010950,6754967520000,S-Oil,True
086520,6680186678400,에코프로,True
000720,6670210323500,현대건설,True
214450,6659764368000,파마리서치,True
000880,6633848047500,한화,True
016360,6626060000000,삼성증권,True
039490,6517717677000,키움증권,True
032640,6241107714600,LG유플러스,True
029780,6152107112100,삼성카드,True
005387,6048759890000,현대차2우B,True
034220,5820000000000,LG디스플레이,True
006260,5813780000000,LS,True
298380,5615777275500,에이비엘바이오,True
028050,5615400000000,삼성E&A,True
277810,5587159104000,레인보우로보틱스,True
088980,5555495118800,맥쿼리인프라,True
141080,5550127240800,리가켐바이오,True
007660,5432282206000,이수페타시스,True
001040,5424003928200,CJ,True
251270,5346307824400,넷마블,True
241560,5224155542500,두산밥캣,True
028300,5080119591700,HLB,True
000250,5008170272000,삼천당제약,True
009830,4976288917200,한화솔루션,False
004020,4930821755750,현대제철,False
161390,4880677718600,한국타이어앤테크놀로지,False
138930,4861012880840,BNK금융지주,False
307950,4694985718400,현대오토에버,False
175330,4664868713600,JB금융지주,False
051900,4475969257500,LG생활건강,False
036570,4319576411000,엔씨소프트,False
078930,4306627770300,GS,False
271560,4281763095600,오리온,False
454910,4044766752000,두산로보틱스,False
145020,4035722824000,휴젤,False
005385,3958626816000,현대차우,False
302440,3828332733250,SK바이오사이언스,False
082740,3813534389400,한화엔진,False
011070,3805670805600,LG이노텍,False
035250,3788886255000,강원랜드,False
058470,3772486575000,리노공업,False
036460,3743292150000,한국가스공사,False
011790,3737601012600,SKC,False
128940,3727998381000,한미약품,False
002380,3714544878000,KCC,False
214150,3707620299400,클래시스,False
052690,3539172000000,한전기술,False
097950,3530206617000,CJ제일제당,False
950160,3511058413500,코오롱티슈진,False
062040,3428129520000,산일전기,False
022100,3420781402500,포스코DX,False
450080,3409205670000,에코프로머티,False
103140,3407752204800,풍산,False
004990,3304640965500,롯데지주,False
041510,3267072263000,에스엠,False
031210,3253686466800,서울보증보험,False
439260,3124483903200,대한조선,False
017800,3100026130500,현대엘리베이터,False
071970,3066503148000,HD현대마린엔진,False
012750,3047534075600,에스원,False
001440,3014852841000,대한전선,False
489790,3004059205000,한화비전,False
214370,2927467500000,케어젠,False
042670,2919640139480,HD현대인프라코어,False
011780,2899970735200,금호석유화학,False
088350,2874834300000,한화생명,False
011170,2840287821600,롯데케미칼,False
310210,2788139423600,보로노이,False
026960,2771660000000,동서,False
097230,2756378701100,HJ중공업,False
035900,2736001884000,JYP Ent.,False
008930,2657011717500,한미사이언스,False
039030,2611744600000,이오테크닉스,False
383220,2608711807500,F&F,False
111770,2592220878000,영원무역,False
257720,2560044349800,실리콘투,False
081660,2518015654100,미스토홀딩스,False
001450,2516610000000,현대해상,False
001720,2495592000000,신영증권,False
004370,2490841899000,농심,False
012510,2448852390400,더존비즈온,False
192820,2445819189500,코스맥스,False
